"Empty Trash","ಕಸದ ಬುಟ್ಟಿಯನ್ನು ಖಾಲಿ ಮಾಡು","ಕಸದ ಬುಟ್ಟಿಯನ್ನು ಬರಿದು ಮಾಡು",
"Enable Networking","ಜಾಲಬಂಧವನ್ನು ಶಕ್ತಗೊಳಿಸು","ಜಾಲಬಂಧವನ್ನು ಅನುಗೊಳಿಸು",
"Exchange Database","ದತ್ತಸಂಚಯವನ್ನು ಬದಲಾಯಿಸು","ದತ್ತಸಂಚಯ ವಿನಿಮಯ",
"Expand Slide","ಜಾರುಫಲಕವನ್ನು ಹಿಗ್ಗಿಸು","ಜಾರುಫಲಕವನ್ನು ವಿಸ್ತರಿಸು",
"Failsafe Terminal","ವಿಫಲಗೊಳ್ಳದಿರುವ ಟರ್ಮಿನಲ್","ಸುರಕ್ಷಿತ ಆದೇಶತೆರೆ",
"Field Names","ಜಾಗದ ಹೆಸರುಗಳು","ಕ್ಷೇತ್ರಗಳ ಹೆಸರುಗಳು",
"Field Shadings","ಜಾಗದ ಮಬ್ಬುಗೊಳಿಕೆ","ಕ್ಷೇತ್ರದ ಮಸುಕುಗೊಳಿಕೆ",
"File Browser","ಕಡತ ವೀಕ್ಷಕ","ಕಡತ ವೀಕ್ಷಕ",
"File Management","ಕಡತ ವ್ಯವಸ್ಥಾಪನೆ","ಕಡತ ವ್ಯವಸ್ಥಾಪನೆ",
"File transfers","ಕಡತ ವರ್ಗಾವಣೆ","ಕಡತ ವ್ಯವಸ್ಥಾಪನೆ",
"Find Again","ಇನ್ನೊಮ್ಮೆ ಹುಡುಕು","ಇನ್ನೊಮ್ಮೆ ಹುಡುಕು",
"Find Next","ಮುಂದೆ ಹುಡುಕು","ಮುಂದೆ ಹುಡುಕು",
"Find Now","ಈಗಲೆ ಹುಡುಕು","ಈಗಲೆ ಹುಡುಕು",
"Find Previous","ಹಿಂದೆ ಹುಡುಕು","ಹಿಂದೆ ಹುಡುಕು",
"Floating Frame","ತೇಲುವ ಚೌಕಟ್ಟು","ತೇಲುವ ಚೌಕಟ್ಟು",
"Forget Passwords","ಗುಪ್ತಪದಗಳನ್ನು ಮರೆತುಬಿಡು","ದಾಟುಪದಗಳನ್ನು ಮರೆ",
"Formatting Mark","ರೂಪಿಸುವಿಕೆಯ ಗುರುತು","ವಿನ್ಯಾಸದ ಗುರುತು",
"Formula bar","ಸೂತ್ರ ಪಟ್ಟಿಕೆ","ಸೂತ್ರ ಪಟ್ಟಿ",
"Forward As","ಹೀಗೆ ಫಾರ್ವಾರ್ಡ್ ಮಾಡು","ಹೀಗೆಂದು ಮುಂದೆ ಕಳಿಸು",
"Forward Contact","ಸಂಪರ್ಕವಿಳಾಸವನ್ನು ಫಾರ್ವಾರ್ಡ್ ಮಾಡು","ಸಂಪರ್ಕವಿಳಾಸವನ್ನು ಮುಂದೆ ಕಳಿಸು",
"From template","ಸಿದ್ಧಮಾದರಿಯಿಂದ","ಸಿದ್ಧಮಾದರಿಯಿಂದ",
"Function List","ಕಾರ್ಯಭಾರ ಪಟ್ಟಿ","ಕಾರ್ಯಭಾರ ಪಟ್ಟಿ",
"Glue Points","ಅಂಟು ಬಿಂದುಗಳು","ಸ್ಥಿರ ಬಿಂದುಗಳು",
"Go To","ಇಲ್ಲಿಗೆ ತೆರಳು","ಇಲ್ಲಿಗೆ ಹೋಗು",
"Goal Seek","ಗುರಿಯ ಕೋರಿಕೆ","ಗುರಿಯ ಹುಡುಕಾಟ",
"Handout Page","ಪ್ರಕಟಣೆಯ ಪುಟ","ಕರಪತ್ರ ಪುಟ",
"Help Contents","ನೆರವಿನ ಅಂಶಗಳು","ನೆರವಿನ ಒಳಪಿಡಿ",
"Hidden Paragraphs","ಅಡಗಿಸಲಾದ ಪ್ಯಾರಾಗ್ರಾಫುಗಳು","ಅಡಗಿಸಿದ ಕಂಡಿಕೆಗಳು",
"Highlight Mode","ಹೈಲೈಟ್ ಕ್ರಮ","ಬೆಳಗಿಸುವ ಸ್ಥಿತಿ",
"Home Folder","ನೆಲೆ ಕಡತಕೋಶ","ನೆಲೆ ಕಡತಕೋಶ",
"Horizontal Ruler","ಅಡ್ಡ ಗೆರೆಪಟ್ಟಿ","ಅಡ್ಡ ಗೆರೆಪಟ್ಟಿ",
"Index Entry","ಸೂಚಿ ನಮೂದು","ಸೂಚಿ ನಮೂದು",
"Interactive Search","ಸಂವಹನಾತ್ಮಕ ಹುಡುಕಾಟ","ಸಂವಾದಾತ್ಮಕ ಹುಡುಕಾಟ",
"Internet Messenger","ಅಂತರಜಾಲ ಸಂದೇಶಗಾರ","ಅಂತರಜಾಲ ಸಂದೇಶಕ",
"JavaScript Console","JavaScript ಕನ್ಸೋಲ್","ಜಾವಾಸ್ಕ್ರಿಪ್ಟ್‍ ಆದೇಶತೆರೆ",
"Keep Aligned","ಹೊಂದಿಕೆ ಮಾಡು","ಹೊಂದಿಸಿಡು",
"Keyboard Shortcuts","ಕೀಲಿಮಣೆ ಸಮೀಪಮಾರ್ಗಗಳು","ಕೀಲಿಮಣೆ-ಸುಲಭ ಆಯ್ಕೆಗಳು",
"Keyring Manager","ಕೀರಿಂಗ್ ವ್ಯವಸ್ಥಾಪಕ","ಕೀಲಿಗೊಂಚಲು ವ್ಯವಸ್ಥಾಪಕ",
"Last Session","ಕೊನೆಯ ಅಧಿವೇಶನ","ಕೊನೆಯ ಅಧಿವೇಶನ",
"Line Numbering","ಸಾಲಿಗೆ ಸಂಖ್ಯೆ ನೀಡುವಿಕೆ","ಸಾಲು ಸಂಖ್ಯೆ ನೀಡಿಕೆ",
"List View","ಪಟ್ಟಿ ನೋಟ","ಪಟ್ಟಿ ನೋಟ",
"Load Images","ಚಿತ್ರಗಳನ್ನು ಲೋಡ್ ಮಾಡು","ಚಿತ್ರಗಳನ್ನು ತುಂಬು",
"Login Screen","ಪ್ರವೇಶದ ತೆರೆ","ಪ್ರವೇಶ ತೆರೆ",
"Mailing List","ಮೈಲಿಂಗ್ ಲಿಸ್ಟ್‍","ವಿಳಾಸ ಪಟ್ಟಿ",
"Make Links","ಕೊಂಡಿಗಳನ್ನು ರಚಿಸು","ಕೊಂಡಿಗಳನ್ನು ರಚಿಸು",
"Manage Bookmarks","ಪುಟಗುರುತುಗಳನ್ನು ವ್ಯವಸ್ಥಾಪಿಸು","ಪುಟಗುರುತುಗಳನ್ನು ವ್ಯವಸ್ಥಾಪಿಸು",
"Manual Break","ಮ್ಯಾನುವಲ್ ತಡೆ","ಕೈಯಾರೆ ತಡೆ",
"Mark As","ಹೀಗೆ ಗುರುತುಹಾಕು","ಹೀಗೆ ಗುರುತುಹಾಕು",
"Media Player","ಮಾಧ್ಯಮ ಚಾಲಕ","ಮಾಧ್ಯಮ ಚಾಲಕ",
"Menu Layout","ಪರಿವಿಡಿ ರೂಪರೇಖೆ","ಪರಿವಿಡಿ ವಿನ್ಯಾಸ",
"Merge Cells","ಕೋಶವನ್ನು ವಿಲೀನಗೊಳಿಸು","ಕೋಶಗಳನ್ನು ಒಂದಾಗಿಸು",
"Merge Table","ಕೋಷ್ಟಕವನ್ನು ವಿಲೀನಗೊಳಿಸು","ಕೋಷ್ಟಕಗಳನ್ನು ಒಂದಾಗಿಸು",
"Message Filters","ಸಂದೇಶ ಫಿಲ್ಟರುಗಳು","ಸಂದೇಶ ಸೋಸುಕಗಳು",
"Message Source","ಸಂದೇಶದ ಮೂಲ","ಸಂದೇಶದ ಆಕರ",
"Month View","ತಿಂಗಳ ನೋಟ","ತಿಂಗಳ ನೋಟ",
"More Preferences","ಇನ್ನಷ್ಟು ಆದ್ಯತೆಗಳು","ಇನ್ನಷ್ಟು ಆದ್ಯತೆಗಳು",
"Multiple Operations","ಬಹು ಕಾರ್ಯಾಚರಣೆಗಳು","ಹಲವು ಕಾರ್ಯಾಚರಣೆಗಳು",
"Mute Sounds","ಶಬ್ಧಗಳನ್ನು ಮೂಕವಾಗಿಸು","ಶಬ್ದಗಳನ್ನು ಮೂಕವಾಗಿಸು",
"Network Proxy","ಜಾಲಬಂಧ ಪ್ರಾಕ್ಸಿ","ಬದಲಿ ಜಾಲಬಂಧ",
"Network Servers","ಜಾಲಬಂಧ ಪರಿಚಾರಕಗಳು","ಜಾಲಬಂಧ ಪೂರೈಕೆಗಣಕ",
"New Message","ಹೊಸ ಸಂದೇಶ","ಹೊಸ ಸಂದೇಶ",
"New Panel","ಹೊಸ ಪ್ಯಾನೆಲ್","ಹೊಸ ಪಟ್ಟಿ",
"New Profile","ಹೊಸ ಪ್ರೊಫೈಲ್","ಹೊಸ ಪರಿಚೆ?",
"New Tab","ಹೊಸ ಟ್ಯಾಬ್","ಹೊಸ ಪುಟ",
"New Window","ಹೊಸ ವಿಂಡೊ","ಹೊಸ ಕಿಟಕಿ",
"Next Document","ಮುಂದಿನ ದಸ್ತಾವೇಜು","ಮುಂದಿನ ದಸ್ತಾವೇಜು",
"Next Tab","ಮುಂದಿನ ಟ್ಯಾಬ್","ಮುಂದಿನ ಪುಟ",
"Nonprinting Characters","ಮುದ್ರಿಸದಿರುವ ಅಕ್ಷರಗಳು","ಮುದ್ರಣವಾಗದ ಚಿಹ್ನೆಗಳು",
"Normal Size","ಸಾಮಾನ್ಯ ಗಾತ್ರ","ಸಾಮಾನ್ಯ ಗಾತ್ರ",
"Notes Page","ಟಿಪ್ಪಣಿಗಳ ಪುಟ","ಟಿಪ್ಪಣಿಗಳ ಪುಟ",
"Number Format","ಸಂಖ್ಯೆಯ ಶೈಲಿ","ಸಂಖ್ಯಾ ವಿನ್ಯಾಸ",
"Online Help","ಅಂತರಜಾಲ ನೆರವು","ಅಂತರಜಾಲ ನೆರವು",
"Open File","ಕಡತವನ್ನು ತೆರೆ","ಕಡತವನ್ನು ತೆರೆ",
"Open Location","ಸ್ಥಳವನ್ನು ತೆರೆ","ಸ್ಥಳವನ್ನು ತೆರೆ",
"Open Parent","ಮೂಲವನ್ನು ತೆರೆ","ಮೇಲಿನ ಕಡತಕೋಶವನ್ನು ತೆರೆ",
"Open Tab","ಟ್ಯಾಬನ್ನು ತೆರೆ","ಹಾಳೆಯನ್ನು ತೆರೆ",
"Open Terminal","ಟರ್ಮಿನಲ್ ಅನ್ನು ತೆರೆ","ಆದೇಶತೆರೆಯನ್ನು ತೆರೆ",
"Outline Numbering","ಔಟ್‌ಲೈನ್ ನಂಬರಿಂಗ್","ಹೊರವಿನ್ಯಾಸ ಸಂಖ್ಯೆಗಳು",
"Package Manager","ಪ್ಯಾಕೇಜು ವ್ಯವಸ್ಥಾಪಕ","ತಂತ್ರಾಂಶ ಕಟ್ಟುಗಳ ವ್ಯವಸ್ಥಾಪಕ",
"Page Info","ಪುಟದ ಮಾಹಿತಿ","ಪುಟ ಮಾಹಿತಿ",
"Page Number","ಪುಟದ ಸಂಖ್ಯೆ","ಪುಟ ಸಂಖ್ಯೆ",
"Page Preview","ಪುಟದ ಮುನ್ನೋಟ","ಪುಟ ಮುನ್ನೋಟ",
"Page Setup","ಪುಟದ ಸಿದ್ಧತೆ","ಪುಟ ಸಿದ್ಧತೆ",
"Page Source","ಪುಟದ ಮೂಲ","ಪುಟದ ಆಕರ",
"Page Style","ಪುಟದ ಶೈಲಿ","ಪುಟದ ಶೈಲಿ",
"PalmOS Devices","PalmOS ಸಾಧನಗಳು","ಪಾಮ್ಓಎಸ್(PalmOS) ಸಾಧನಗಳು",
"Paste Special","ವಿಶೇಷವಾಗಿ ಅಂಟಿಸು","ವಿಶೇಷ ರೀತಿ ಅಂಟಿಸು",
"Phone List","ದೂರವಾಣಿ ಸಂಖ್ಯೆಗಳ ಪಟ್ಟಿ","ದೂರವಾಣಿ ಸಂಖ್ಯೆಗಳ ಪಟ್ಟಿ",
"Power Management","ವಿದ್ಯುಚ್ಛಕ್ತಿ ನಿರ್ವಹಣೆ","ವಿದ್ಯುಚ್ಛಕ್ತಿ ನಿರ್ವಹಣೆ",
"Preferred Applications","ಇಚ್ಛೆಯ ಅನ್ವಯಗಳು","ಆಯ್ಕೆಯ ಅನ್ವಯಗಳು",
"Presentation Wizard","ಪ್ರಸ್ತುತಿ ಗಾರುಡಿ","ಪ್ರಸ್ತುತಿ ಪರಿಣತ",
"Previous Document","ಹಿಂದಿನ ದಸ್ತಾವೇಜು","ಹಿಂದಿನ ದಸ್ತಾವೇಜು",
"Previous Tab","ಹಿಂದಿನ ಟ್ಯಾಬ್","ಹಿಂದಿನ ಪುಟ",
"Print Layout","ಮುದ್ರಣ ರೂಪರೇಖೆ","ಮುದ್ರಣ ವಿನ್ಯಾಸ",
"Print preview","ಮುದ್ರಣ ಮುನ್ನೋಟ","ಮುದ್ರಣ ಮುನ್ನೋಟ",
"Print Ranges","ಮುದ್ರಣ ವ್ಯಾಪ್ತಿಗಳು","ಮುದ್ರಣ ವ್ಯಾಪ್ತಿ",
"Printer Settings","ಮುದ್ರಕದ ಸಿದ್ಧತೆಗಳು","ಮುದ್ರಕದ ಸಿದ್ಧತೆಗಳು",
"Project Management","ಯೋಜನಾ ನಿರ್ವಹಣೆ","ಯೋಜನಾ ವ್ಯವಸ್ಥಾಪನೆ",
"Protect Document","ದಸ್ತಾವೇಜನ್ನು ರಕ್ಷಿಸು","ದಸ್ತಾವೇಜನ್ನು ರಕ್ಷಿಸು",
"Quick Reference","ಚುರುಕು ಉಲ್ಲೇಖ","ಚುಟುಕು ಉಲ್ಲೇಖ",
"Read Mail","ಓದಲಾದ ಮೈಲ್","ಓದಿದ ಅಂಚೆ",
"Recent Documents","ಇತ್ತೀಚಿನ ದಸ್ತಾವೇಜುಗಳು","ಇತ್ತೀಚಿನ ದಸ್ತಾವೇಜುಗಳು",
"Refresh Range","ವ್ಯಾಪ್ತಿಯನ್ನು ತಾಜಾಗೊಳಿಸು","ವ್ಯಾಪ್ತಿಯ ಪುನಶ್ಚೇತನ",
"Rehearse Timings","ರಿಹರ್ಸ್ ಸಮಯ","ಸಮಯದ ತಾಲೀಮು",
"Remote Desktop","ದೂರದ ಗಣಕತೆರೆ","ದೂರ ಗಣಕತೆರೆ",
"Room List","ಕೋಣೆ ಪಟ್ಟಿ","ಕೋಣೆ ಪಟ್ಟಿ",
"Root Password","ನಿರ್ವಾಹಕ ಗುಪ್ತಪದ","ನಿರ್ವಾಹಕ ದಾಟುಪದ",
"Save All","ಎಲ್ಲಾ ಉಳಿಸು","ಎಲ್ಲ ಉಳಿಸು",
"Save As","ಹೀಗೆ ಉಳಿಸು","ಹೀಗೆ ಉಳಿಸು",
"Save Search","ಹುಡುಕಾಟವನ್ನು ಉಳಿಸು","ಹುಡುಕಿದ್ದನ್ನು ಉಳಿಸು",
"Scanner Tool","ಸ್ಕ್ಯಾನ್ ಮಾಡುವ ಉಪಕರಣ","ಸ್ಕ್ಯಾನ್ ಮಾಡುವ ಉಪಕರಣ",
"Screen Resolution","ತೆರೆಯ ರೆಸಲ್ಯೂಶನ್","ತೆರೆಯ ದಟ್ಟಣೆ",
"Search Folders","ಕಡತಕೋಶಗಳಲ್ಲಿ ಹುಡುಕು","ಕಡತಕೋಶಗಳಲ್ಲಿ ಹುಡುಕು",
"Select All","ಎಲ್ಲವನ್ನೂ ಆರಿಸು","ಎಲ್ಲ ಆಯ್ಕೆ ಮಾಡು",
"Select Date","ದಿನಾಂಕವನ್ನು ಆರಿಸು","ದಿನಾಂಕ ಆಯ್ಕೆ ಮಾಡು",
"Select Pattern","ಮಾದರಿಯನ್ನು ಆರಿಸು","ಮಾದರಿ ಆಯ್ಕೆ ಮಾಡು",
"Select Range","ವ್ಯಾಪ್ತಿಯನ್ನು ಆರಿಸು","ವ್ಯಾಪ್ತಿ ಆಯ್ಕೆ ಮಾಡು",
"Select Text","ಪಠ್ಯವನ್ನು ಆರಿಸು","ಪಠ್ಯ ಆಯ್ಕೆ ಮಾಡು",
"Select Today","ಈ ದಿನವನ್ನು ಆರಿಸು","ಇಂದು' ಆಯ್ಕೆ ಮಾಡು",
"SELinux Troubleshooter","SELinux ದೋಷನಿವಾರಕ","SELinux ದೋಷನಿವಾರಣ ಸಹಾಯಕ",
"Send Link","ಸಂಪರ್ಕಕೊಂಡಿಯನ್ನು ಕಳುಹಿಸು","ಕೊಂಡಿಯನ್ನು ಕಳುಹಿಸು",
"Send/Receive","ಕಳುಹಿಸು/ಸ್ವೀಕರಿಸು","ಕಳುಹಿಸು/ಪಡೆದುಕೊ",
"Set Language","ಭಾಷೆಯನ್ನು ಹೊಂದಿಸು","ಭಾಷೆಯನ್ನು ಆಯ್ಕೆ ಮಾಡು",
"Set Title","ಶೀರ್ಷಿಕೆಯನ್ನು ಹೊಂದಿಸು","ಶೀರ್ಷಿಕೆಯನ್ನು ಹೊಂದಿಸು",
"Show Menubar","ಪರಿವಿಡಿಪಟ್ಟಿಯನ್ನು ತೋರಿಸು","ಪರಿವಿಡಿಪಟ್ಟಿಯನ್ನು ತೋರಿಸು",
"Shut Down","ಸ್ಥಗಿತಗೊಳಿಸು","ಕೊನೆಗೊಳಿಸು",
"Side Pane","ಬದಿಯ ಪ್ಯಾನೆಲ್","ಬದಿಯ ಪಟ್ಟಿ",
"Slide Design","ಜಾರುಫಲಕದ ವಿನ್ಯಾಸ","ಜಾರುಫಲಕದ ವಿನ್ಯಾಸ",
"Slide Layout","ಜಾರುಫಲಕದ ರೂಪರೇಖೆ","ಜಾರುಫಲಕದ ಹೊರವಿನ್ಯಾಸ",
"Slide Pane","ಜಾರುಫಲಕದ ಪ್ಯಾನೆಲ್","ಜಾರುಫಲಕದ ಪಟ್ಟಿ",
"Slide Show","ಜಾರುಫಲಕ ಪ್ರದರ್ಶನ","ಜಾರುಫಲಕದ ಪ್ರದರ್ಶನ",
"Slide Sorter","ಜಾರುಫಲಕ ವಿಂಗಡಕ","ಜಾರುಫಲಕದ ವಿಂಗಡಕ",
"Slide Transition","ಜಾರುಫಲಕ ಪರಿವರ್ತನೆ","ಜಾರುಫಲಕದ ಬದಲಾವಣೆ",
"Software Updater","ತಂತ್ರಾಂಶ ಅಪ್‌ಡೇಟರ್","ತಂತ್ರಾಂಶ ಇತ್ತೇದಕ",
"Sort Buddies","ಗೆಳೆಯರನ್ನು ವರ್ಗೀಕರಿಸು","ಗೆಳೆಯರನ್ನು ವಿಂಗಡಿಸು",
"Special Character","ವಿಶೇಷ ಅಕ್ಷರ","ವಿಶೇಷ ಅಕ್ಷರಚಿಹ್ನೆ",
"Split Cell","ಕೋಶವನ್ನು ವಿಭಜಿಸು","ಕೋಶವನ್ನು ವಿಭಜಿಸು",
"Split Table","ಕೋಷ್ಟಕವನ್ನು ವಿಭಜಿಸು","ಕೋಷ್ಟಕವನ್ನು ವಿಭಜಿಸು",
"Stretch Icon","ಚಿಹ್ನೆಯನ್ನು ಹಿಗ್ಗಿಸು","ಲಾಂಛನವನ್ನು ಹಿಗ್ಗಿಸು",
"Summary Slide","ಸಾರಾಂಶ ಜಾರುಫಲಕ","ಸಾರಾಂಶ ಜಾರುಫಲಕ",
"Switcher Appearance","ಬದಲಾವಣೆಗಾರನ ಗೋಚರಿಕೆ","ಹೊರಳಿಕೆ ನೋಟ",
"Synchronization Options","ಮೇಳೈಸುವ ಆಯ್ಕೆಗಳು","ಮೇಳೈಸುವ ಆಯ್ಕೆಗಳು",
"System Log","ವ್ಯವಸ್ಥೆಯ ದಾಖಲೆ","ವ್ಯವಸ್ಥೆಯ ದಿನಚರಿ",
"System Monitor","ವ್ಯವಸ್ಥೆಯ ಮೇಲ್ವಿಚಾರಕ","ವ್ಯವಸ್ಥೆಯ ಮೇಲ್ವಿಚಾರಕ",
"System Tools","ವ್ಯವಸ್ಥೆಯ ಉಪಕರಣಗಳು","ವ್ಯವಸ್ಥೆಯ ಉಪಕರಣಗಳು",
"Table Boundaries","ಕೋಷ್ಟಕದ ಅಂಚುಗಳು","ಕೋಷ್ಟಕದ ಎಲ್ಲೆಗಳು",
"Table Properties","ಕೋಷ್ಟಕದ ಗುಣಗಳು","ಕೋಷ್ಟಕದ ಗುಣಗಳು",
"Take Screenshot","ತೆರೆಚಿತ್ರವನ್ನು ತೆಗೆದುಕೊ","ತೆರೆಚಿತ್ರವನ್ನು ತೆಗೆದುಕೊ",
"Task Pane","ಕಾರ್ಯ ಫಲಕ","ಕಾರ್ಯ ಪಟ್ಟಿ",
"Text Editor","ಪಠ್ಯ ಸಂಪಾದಕ","ಪಠ್ಯ ಸಂಪಾದಕ",
"Text Size","ಪಠ್ಯದ ಗಾತ್ರ","ಪಠ್ಯದ ಗಾತ್ರ",
"The GIMP","GIMP","ಜಿಂಪ್ (ಜಿಐಎಂಪಿ)",
"Thunderbird Email","ತಂಡರ್ಬರ್ಡ್ ಇಮೈಲ್","ಥಂಡರ್ಬರ್ಡ್ ವಿ-ಅಂಚೆ",
"Undelete Message","ಸಂದೇಶ ಅಳಿಸುವಿಕೆಯನ್ನು ರದ್ದುಗೊಳಿಸು","ಸಂದೇಶ ಅಳಿಸುವಿಕೆ - ರದ್ದುಗೊಳಿಸು",
"Unsaved Document","ಉಳಿಸದಿರುವ ದಸ್ತಾವೇಜು","ಉಳಿಸದ ದಸ್ತಾವೇಜು",
"User Name","ಬಳಕೆದಾರ ಹೆಸರು","ಬಳಕೆದಾರರ ಹೆಸರು",
"Value Highlighting","ಮೌಲ್ಯದ ಹೈಲೈಟಿಂಗ್","ಮೌಲ್ಯವನ್ನು ಬೆಳಗಿಸುವಿಕೆ",
"Vi Improved","Vi ಸುಧಾರಿತ","ವಿಐ ಇಂಪ್ರೂವ್ಡ್‍",
"Volume Control","ಧ್ವನಿ ನಿಯಂತ್ರಣ","ಧ್ವನಿಪ್ರಮಾಣ ನಿಯಂತ್ರಣ",
"Web Search","ಜಾಲ ಹುಡುಕಾಟ","ಜಾಲ ಹುಡುಕಾಟ",
"Week View","ವಾರದ ನೋಟ","ವಾರದ ನೋಟ",
"What's This","ಏನಿದು","ಏನಿದು",
"With Status","ಸ್ಥಿತಿಯೊಂದಿಗೆ","ಸ್ಥಿತಿಯೊಂದಿಗೆ",
"Word Count","ಪದಗಳ ಎಣಿಕೆ","ಪದಗಳ ಎಣಿಕೆ",
"Word Processor","ಪದ ಸಂಸ್ಕಾರಕ","ಪದ ಸಂಸ್ಕಾರಕ",
"Work Offline","ಆಫ್‌ಲೈನಿನಲ್ಲಿ ಕೆಲಸ ಮಾಡು","ಜಾಲದಾಚೆ ಕೆಲಸ ಮಾಡು",
"Work Week","ಕೆಲಸದ ವಾರ","ಕೆಲಸದ ವಾರ",
"Zoom In","ಹಿಗ್ಗಿಸು","ಹಿಗ್ಗಿಸು",
"Zoom Out","ಕುಗ್ಗಿಸು","ಕುಗ್ಗಿಸು",
"Add or Remove","ಸೇರಿಸು ಅಥವ ತೆಗೆದುಹಾಕು","ಸೇರಿಸು ಅಥವಾ ತೆಗೆದುಹಾಕು",
"Add Sender to Address Book","ಕಳುಹಿಸಿದವರನ್ನು ವಿಳಾಸಪುಸ್ತಕಕ್ಕೆ ಸೇರಿಸು","ಕಳುಹಿಸಿದವರ ವಿಳಾಸವನ್ನು ವಿಳಾಸಪುಸ್ತಕಕ್ಕೆ ಸೇರಿಸು",
"Add to Panel","ಪ್ಯಾನಲ್ಲಿಗೆ ಸೇರಿಸು","ಪಟ್ಟಿಗೆ ಸೇರಿಸು",
"Add/Remove Software","ತಂತ್ರಾಂಶವನ್ನು ಸೇರಿಸು/ತೆಗೆದುಹಾಕು","ತಂತ್ರಾಂಶವನ್ನು ಸೇರಿಸು/ತೆಗೆದುಹಾಕು",
"Address Book Properties","ವಿಳಾಸ ಪುಸ್ತಕದ ಗುಣಗಳು","ವಿಳಾಸ ಪುಸ್ತಕದ ಗುಣಗಳು",
"All Message Headers","ಎಲ್ಲಾ ಸಂದೇಶ ಹೆಡರುಗಳು","ಎಲ್ಲ ಸಂದೇಶ ತಲೆಬರಹಗಳು",
"Assistive Technology Preferences","ನೆರವಿನ ತಂತ್ರಜ್ಞಾನದ ಆದ್ಯತೆಗಳು","ಸಹಾಯಕ ತಂತ್ರಜ್ಞಾನದ ಆದ್ಯತೆಗಳು",
"Backgrounds and Emblems","ಹಿನ್ನಲೆಗಳು ಹಾಗು ಲಾಂಛನಗಳು","ಹಿನ್ನಲೆಗಳು ಹಾಗು ಲಾಂಛನಗಳು",
"Bookmark All Tabs","ಎಲ್ಲಾ ಟ್ಯಾಬ್‌ಗಳನ್ನೂ ಪುಟಗುರುತುಮಾಡು","ಎಲ್ಲ ಪುಟಗಳನ್ನೂ ಪುಟಗುರುತುಮಾಡು",
"Bookmark This Page","ಈ ಪುಟವನ್ನು ಪುಟಗುರುತು ಮಾಡು","ಈ ಪುಟವನ್ನು ಪುಟಗುರುತು ಮಾಡು",
"Bullets and Numbering","ಅಂಶಸೂಚಕಗಳು ಹಾಗು ಸಂಖ್ಯೆನೀಡಿಕೆ","ಅಂಶಸೂಚಕ ಹಾಗು ಸಂಖ್ಯಾವಿನ್ಯಾಸ",
"CD/DVD Creator","CD/DVD ನಿರ್ಮಾಣಗಾರ","ಸಿ.ಡಿ/ಡಿ.ವಿ.ಡಿ ರಚಕ",
"Change Desktop Background","ಗಣಕತೆರೆ ಹಿನ್ನೆಲೆಯನ್ನು ಬದಲಾಯಿಸಿ","ಗಣಕತೆರೆ ಹಿನ್ನೆಲೆಯನ್ನು ಬದಲಾಯಿಸು",
"Check for Junk","ರದ್ದಿಗಾಗಿ ಪರೀಕ್ಷಿಸಿ","ಕಸವಿದೆಯೆ ಪರೀಕ್ಷಿಸು",
"Check for Updates","ಅಪ್‌ಡೇಟ್‌ಗಳಿಗಾಗಿ ಪರೀಕ್ಷಿಸಿ","ಇತ್ತೇದನಗಳಿಗೆ ಪರೀಕ್ಷಿಸು",
"Clean UP by Name","ಹೆಸರಿನ ಆಧಾರದಲ್ಲಿ ಸ್ವಚ್ಛಗೊಳಿಸಿ","ಹೆಸರಿನ ಅನುಸಾರ ಸ್ವಚ್ಛಗೊಳಿಸು",
"Clean Up by Names","ಹೆಸರುಗಳ ಆಧಾರದಲ್ಲಿ ಸ್ವಚ್ಛಗೊಳಿಸಿ","ಹೆಸರುಗಳ ಅನುಸಾರ ಸ್ವಚ್ಛಗೊಳಿಸು",
"Close all Folders","ಎಲ್ಲಾ ಕಡತಕೋಶಗಳನ್ನು ಮುಚ್ಚು","ಎಲ್ಲ ಕಡತಕೋಶಗಳನ್ನು ಮುಚ್ಚು",
"Close Parent Folders","ಮೂಲ ಕಡತಕೋಶಗಳನ್ನು ಮುಚ್ಚು","ಮೇಲಿನ ಕಡತಕೋಶಗಳನ್ನು ಮುಚ್ಚು",
"Collapse All Threads","ಎಲ್ಲಾ ಎಳೆಗಳನ್ನು ಬೀಳಿಸು","ಎಲ್ಲ ಎಳೆಗಳನ್ನು ಕೂಡಿಸು",
"Column & Row Headers","ಲಂಬಸಾಲುಗಳು ಮತ್ತು ಅಡ್ಡಸಾಲಿನ ಶಿರೋಲೇಖ","ಉದ್ದಸಾಲು ಮತ್ತು ಅಡ್ಡಸಾಲಿನ ತಲೆಬರಹಗಳು",
"Compose New Message","ಹೊಸ ಸಂದೇಶನವನ್ನು ರಚಿಸು","ಹೊಸ ಸಂದೇಶ ರಚಿಸು",
"Connect to Server","ಪರಿಚಾರಕದೊಂದಿಗೆ ಸಂಪರ್ಕ ಕಲ್ಪಿಸು","ಪೂರೈಕೆಗಣಕಕ್ಕೆ ಸಂಪರ್ಕಿಸು",
